ztop,Temperature,AgeAICC
570.9,-10.2,26366.5
571.45,-8.98,26421.7
572,-9.85,26476.9
572.55,-9.96,26532.1
573.1,-9.17,26588.6
573.65,-10.4,26645.1
574.2,-9.96,26701.6
574.75,-9.02,26757
575.3,-9.94,26812.5
575.85,-9.34,26868
576.4,-9.59,26923.6
576.95,-9.96,26979.1
577.5,-10.19,27034.7
578.05,-10.11,27090.9
578.6,-9.05,27147.2
579.15,-9.48,27203.4
579.7,-9.72,27259.2
580.25,-10.13,27314.9
580.8,-9.59,27370.6
581.35,-9.75,27426.7
581.9,-9.7,27482.8
582.45,-9.93,27538.9
583,-9.22,27592.6
583.55,-8.79,27646.3
584.1,-8.28,27700
584.65,-8.84,27748.6
585.2,-6.91,27797.2
585.75,-9.25,27845.8
586.3,-9.03,27897.5
586.85,-8.69,27949.2
587.4,-10.51,28000.9
587.95,-9.14,28053
588.5,-7.86,28105.1
589.05,-7.71,28157.1
589.6,-8.61,28205.5
590.15,-8.94,28253.8
590.7,-9.4,28302.2
591.25,-8.38,28352.1
591.8,-8.81,28402.1
592.35,-9.87,28452
592.9,-10.22,28505.6
593.45,-9.15,28559.1
594,-9.42,28612.7
594.55,-9.93,28665.5
595.1,-9.42,28718.4
595.65,-8.71,28771.3
596.2,-8.89,28819.2
596.75,-8.2,28867.1
597.3,-7.84,28915.1
597.85,-8.69,28962
598.4,-8.61,29008.9
598.95,-8.59,29055.9
599.5,-8.87,29105.1
600.05,-9.46,29154.4
600.6,-9.14,29203.7
601.15,-8.91,29253.3
601.7,-9.27,29302.9
602.25,-8.35,29352.5
602.8,-8.88,29399.9
603.35,-8.28,29447.4
603.9,-8.72,29494.9
604.45,-8.26,29541
605,-8.1,29587.1
605.55,-8.23,29633.2
606.1,-7.39,29677.9
606.65,-8.6,29722.5
607.2,-7.55,29767.1
607.75,-7.93,29813
608.3,-9.42,29858.8
608.85,-8.88,29904.6
609.4,-8.42,29951.6
609.95,-8.35,29998.5
610.5,-8.42,30045.4
611.05,-8.33,30090.7
611.6,-7.82,30136.1
612.15,-8.36,30181.4
612.7,-8.9,30230.5
613.25,-9.82,30279.7
613.8,-9.44,30328.8
614.35,-9.38,30380.7
614.9,-9.85,30432.5
615.45,-8.4,30484.4
616,-10.03,30535.6
616.55,-9.25,30586.8
617.1,-9.19,30638
617.65,-8.31,30688
618.2,-9.94,30738
618.75,-8.61,30788.1
619.3,-9.06,30838.3
619.85,-9.19,30888.6
620.4,-9.19,30938.8
620.95,-9.29,30990
621.5,-8.88,31041.1
622.05,-8.88,31092.2
622.6,-8.87,31142.6
623.15,-8.87,31193
623.7,-8.87,31243.4
624.25,-7.57,31291.6
624.8,-8.69,31339.9
625.35,-8.77,31388.2
625.9,-8.52,31438.9
626.45,-9.51,31489.7
627,-9.93,31540.4
627.55,-9.29,31593.9
628.1,-9.47,31647.5
628.65,-10.04,31701
629.2,-9.42,31753.7
629.75,-8.91,31806.3
630.3,-9.07,31859
630.85,-8.9,31910.8
631.4,-9.87,31962.7
631.95,-8.92,32014.5
632.5,-10.36,32068.2
633.05,-9.19,32122
633.6,-7.5,32175.7
634.15,-8.3,32224.9
634.7,-8.88,32274
635.25,-8.5,32323.1
635.8,-7.07,32370.8
636.35,-8.12,32418.6
636.9,-6.9,32466.3
637.45,-8.4,32514.5
638,-8.64,32562.7
638.55,-8.31,32610.9
639.1,-8.81,32661.3
639.65,-8.2,32711.6
640.2,-8.38,32762
640.75,-7.78,32811.5
641.3,-9.02,32861.1
641.85,-7.95,32910.7
642.4,-8.09,32961.8
642.95,-9.16,33012.9
643.5,-9.77,33064
644.05,-9.46,33120.5
644.6,-9.31,33177
645.15,-9.88,33233.6
645.7,-9.24,33288.5
646.25,-8.59,33343.4
646.8,-9.25,33398.4
647.35,-8.74,33450.2
647.9,-8.18,33502
648.45,-8.03,33553.8
649,-7.93,33602
649.55,-7.53,33650.1
650.1,-8.06,33698.3
650.65,-7.76,33745.9
651.2,-7.48,33793.6
651.75,-8.3,33841.2
652.3,-8.06,33891.4
652.85,-8.47,33941.6
653.4,-8.14,33991.8
653.95,-8.12,34041.6
654.5,-7.72,34091.4
655.05,-9.32,34141.2
655.6,-8.1,34193.9
656.15,-8.77,34246.5
656.7,-9.53,34299.2
657.25,-9.53,34356.1
657.8,-9.53,34413
658.35,-9.52,34469.9
658.9,-9.52,34526.7
659.45,-9.16,34583.4
660,-8.53,34640.2
660.55,-9.12,34694.6
661.1,-8.97,34749
661.65,-9.58,34803.4
662.2,-9.08,34858.5
662.75,-8.19,34913.7
663.3,-8.03,34968.8
663.85,-8.55,35019.5
664.4,-7.39,35070.1
664.95,-8.34,35120.8
665.5,-7.75,35170.9
666.05,-7.68,35221
666.6,-8.48,35271.2
667.15,-7.35,35320.2
667.7,-7.4,35369.1
668.25,-8.37,35418.1
668.8,-8.04,35467.4
669.35,-7.69,35516.8
669.9,-7.03,35566.1
670.45,-7.69,35614.2
671,-8.41,35662.3
671.55,-7.72,35710.5
672.1,-7.09,35757.3
672.65,-7.52,35804.2
673.2,-8.18,35851.1
673.75,-8.24,35899.9
674.3,-8.06,35948.8
674.85,-6.81,35997.6
675.4,-8.52,36046.7
675.95,-8.67,36095.8
676.5,-7.81,36144.8
677.05,-7.61,36192.8
677.6,-7.89,36240.8
678.15,-8.68,36288.8
678.7,-8.18,36341
679.25,-9.24,36393.1
679.8,-7.97,36445.2
680.35,-8.02,36494.3
680.9,-8.08,36543.4
681.45,-8.05,36592.5
682,-9.07,36644.1
682.55,-8.69,36695.8
683.1,-8.54,36747.4
683.65,-8.32,36797.2
684.2,-7.84,36846.9
684.75,-7.84,36896.7
685.3,-8.09,36945.1
685.85,-8.2,36993.6
686.4,-8.05,37042.1
686.95,-7.77,37090
687.5,-8.44,37137.9
688.05,-8.08,37185.9
688.6,-7.95,37233.7
689.15,-8.66,37281.5
689.7,-8.84,37329.3
690.25,-8.54,37377.1
690.8,-8.17,37424.9
691.35,-7,37472.7
691.9,-6.63,37515.5
692.45,-7.91,37558.3
693,-7.88,37601.1
693.55,-7.89,37645.1
694.1,-6.62,37689.2
694.65,-7.79,37733.2
695.2,-6.84,37776
695.75,-7.91,37818.7
696.3,-6.84,37861.5
696.85,-8.14,37904.1
697.4,-6.85,37946.6
697.95,-7.18,37989.1
698.5,-6.04,38027.9
699.05,-6.18,38066.7
699.6,-6.27,38105.5
700.15,-5.14,38142
700.7,-6.41,38178.5
701.25,-5.22,38215
701.8,-4.66,38250.3
702.35,-6.16,38285.6
702.9,-7.17,38321
703.45,-7.23,38362.9
704,-7.86,38404.9
704.55,-5.98,38446.8
705.1,-5.5,38485.4
705.65,-7.13,38524
706.2,-7.25,38562.6
706.75,-7.63,38603.4
707.3,-5.83,38644.2
707.85,-7.28,38685
708.4,-6.29,38724.2
708.95,-6.57,38763.5
709.5,-7.03,38802.7
710.05,-6.62,38841.8
710.6,-6.39,38880.8
711.15,-6.41,38919.9
711.7,-6.34,38958.3
712.25,-6.82,38996.7
712.8,-7.18,39035.1
713.35,-7.53,39074.8
713.9,-6.15,39114.5
714.45,-6.89,39154.1
715,-6.59,39192.7
715.55,-6.46,39231.4
716.1,-7.78,39270
716.65,-6.87,39308.5
717.2,-5.95,39347.1
717.75,-8.05,39385.6
718.3,-7.73,39428.5
718.85,-8.2,39471.4
719.4,-8.05,39514.2
719.95,-7.97,39557.5
720.5,-8.2,39600.8
721.05,-7.97,39644
721.6,-8.03,39688.7
722.15,-9.02,39733.4
722.7,-9.2,39778.1
723.25,-9.1,39825.1
723.8,-8.18,39872.1
724.35,-9.24,39919.2
724.9,-7.83,39964.5
725.45,-8.48,40009.9
726,-7.74,40055.3
726.55,-8.12,40098.3
727.1,-7.2,40141.2
727.65,-8.25,40184.2
728.2,-7.74,40227.7
728.75,-7.59,40271.1
729.3,-8.63,40314.5
729.85,-8.53,40360.2
730.4,-8.41,40405.9
730.95,-7.19,40451.6
731.5,-7.54,40494.5
732.05,-7.26,40537.3
732.6,-8.54,40580.1
733.15,-8.89,40628.3
733.7,-8.72,40676.5
734.25,-8.7,40724.7
734.8,-8.82,40773.9
735.35,-8.42,40823
735.9,-8.14,40872.2
736.45,-9.39,40922.2
737,-8.15,40972.2
737.55,-8.02,41022.2
738.1,-7.77,41069.3
738.65,-7.57,41116.4
739.2,-8.58,41163.5
739.75,-7.31,41209.3
740.3,-6.45,41255.2
740.85,-7.55,41301
741.4,-7.58,41348.3
741.95,-7.83,41395.6
742.5,-8.57,41442.8
743.05,-6.66,41492.6
743.6,-8.83,41542.4
744.15,-7.79,41592.2
744.7,-8.73,41643.8
745.25,-7.95,41695.4
745.8,-8.22,41747
746.35,-8.97,41800.8
746.9,-8.36,41854.5
747.45,-8.8,41908.3
748,-8.74,41963.5
748.55,-8.75,42018.7
749.1,-9.06,42073.9
749.65,-9.04,42129.3
750.2,-8.22,42184.6
750.75,-8.89,42239.9
751.3,-7.52,42292.1
751.85,-8.18,42344.2
752.4,-8.36,42396.4
752.95,-7.54,42447
753.5,-7.55,42497.6
754.05,-7.77,42548.2
754.6,-8.46,42598.9
755.15,-7.12,42649.5
755.7,-8.52,42700.2
756.25,-7.61,42751.7
756.8,-7.94,42803.2
757.35,-7.41,42854.7
757.9,-6.75,42901.9
758.45,-7.07,42949.1
759,-7.02,42996.4
759.55,-7.2,43043.1
760.1,-6.62,43089.8
760.65,-6.83,43136.5
761.2,-7.51,43183.8
761.75,-6.83,43231.1
762.3,-8.03,43278.5
762.85,-7.93,43327.4
763.4,-6.47,43376.3
763.95,-6.93,43425.2
764.5,-7.36,43473.9
765.05,-7.9,43522.6
765.6,-8.06,43571.3
766.15,-7.37,43621.1
766.7,-7.57,43670.9
767.25,-7.81,43720.7
767.8,-7.22,43770.8
768.35,-8.42,43821
768.9,-8.68,43871.1
769.45,-8.02,43921.8
770,-7.94,43972.6
770.55,-8.74,44023.4
771.1,-8.66,44075.3
771.65,-8.31,44127.3
772.2,-8.82,44179.2
772.75,-8.77,44232.2
773.3,-8.44,44285.2
773.85,-8.04,44338.2
774.4,-7.04,44387.2
774.95,-7.63,44436.2
775.5,-8.73,44485.2
776.05,-8.3,44536.8
776.6,-8.46,44588.5
777.15,-7.9,44640.1
777.7,-7.57,44689.8
778.25,-7.92,44739.5
778.8,-7.8,44789.1
779.35,-7.78,44838.8
779.9,-7.57,44888.5
780.45,-7.65,44938.2
781,-7.75,44987.2
781.55,-7.17,45036.3
782.1,-7.12,45085.3
782.65,-6.62,45132.2
783.2,-7.04,45179.1
783.75,-7,45225.9
784.3,-6.92,45272.6
784.85,-6.59,45319.4
785.4,-6.79,45366.1
785.95,-6.51,45412.4
786.5,-6.97,45458.8
787.05,-6.9,45505.2
787.6,-5.27,45549.9
788.15,-7.05,45594.7
788.7,-6.19,45639.4
789.25,-6.69,45683.4
789.8,-5.44,45727.5
790.35,-6.01,45771.5
790.9,-5.35,45813.6
791.45,-6.28,45855.7
792,-4.25,45897.8
792.55,-5.14,45938.4
793.1,-6.03,45979
793.65,-6.86,46019.5
794.2,-5.8,46062.5
794.75,-5.24,46105.4
795.3,-6.38,46148.4
795.85,-6.31,46192.5
796.4,-6.12,46236.7
796.95,-6.18,46280.8
797.5,-5.7,46323.7
798.05,-5.72,46366.6
798.6,-4.85,46409.5
799.15,-4.57,46447.7
799.7,-4.03,46485.9
800.25,-5.64,46524.1
800.8,-5.51,46565.5
801.35,-5.05,46606.8
801.9,-5.68,46648.2
802.45,-5.25,46691.2
803,-6.58,46734.2
803.55,-6.49,46777.2
804.1,-6.86,46823.4
804.65,-5.88,46869.6
805.2,-6.44,46915.8
805.75,-6.44,46961.8
806.3,-6.17,47007.8
806.85,-6.75,47053.8
807.4,-6.8,47101.4
807.95,-6.24,47149
808.5,-6.44,47196.5
809.05,-4.97,47242.1
809.6,-6.67,47287.7
810.15,-6.64,47333.3
810.7,-7.15,47383.1
811.25,-6.59,47432.8
811.8,-6.97,47482.6
812.35,-6.73,47533.7
812.9,-7,47584.8
813.45,-7.2,47635.9
814,-6.24,47686.6
814.55,-6.27,47737.3
815.1,-7.13,47788
815.65,-7.66,47842.3
816.2,-6.65,47896.6
816.75,-7.25,47950.9
817.3,-8.94,48011.7
817.85,-7.92,48072.6
818.4,-8.02,48133.5
818.95,-8.55,48197.1
819.5,-7.94,48260.7
820.05,-7.31,48324.3
820.6,-7.99,48384.6
821.15,-6.8,48444.8
821.7,-6.63,48505.1
822.25,-6.8,48562.6
822.8,-7.31,48620.1
823.35,-7,48677.6
823.9,-8.51,48738.6
824.45,-7.56,48799.5
825,-6.93,48860.5
825.55,-8.32,48921.6
826.1,-8.17,48982.8
826.65,-7.08,49043.9
827.2,-7.01,49099.9
827.75,-6.54,49155.9
828.3,-7.57,49212
828.85,-7.67,49271.1
829.4,-7.59,49330.2
829.95,-8.17,49389.3
830.5,-7.28,49449
831.05,-8.05,49508.7
831.6,-7.64,49568.4
832.15,-8.39,49628.2
832.7,-7.36,49688
833.25,-7.96,49747.8
833.8,-7.16,49804.3
834.35,-6.75,49860.8
834.9,-7.54,49917.3
835.45,-7.45,49972.4
836,-6.1,50027.5
836.55,-7.7,50082.6
837.1,-7.67,50138.1
837.65,-6.3,50193.7
838.2,-7.67,50249.2
838.75,-7.49,50306.4
839.3,-8.18,50363.7
839.85,-7.06,50420.9
840.4,-6.64,50474.6
840.95,-6.96,50528.3
841.5,-6.5,50582
842.05,-7.02,50636
842.6,-7.53,50690.1
843.15,-7.5,50744.1
843.7,-7.06,50798.6
844.25,-7.05,50853
844.8,-5.64,50907.5
845.35,-7.17,50960.8
845.9,-7.43,51014.1
846.45,-8.11,51067.5
847,-6.25,51122
847.55,-7.02,51176.5
848.1,-7.48,51231.1
848.65,-6.59,51285.8
849.2,-7.5,51340.5
849.75,-7.37,51395.3
850.3,-6.69,51449.1
850.85,-6.71,51503
851.4,-7.84,51556.8
851.95,-7.38,51613.3
852.5,-7.38,51669.9
853.05,-7.22,51726.4
853.6,-6.95,51780.6
854.15,-7.02,51834.8
854.7,-6.77,51889
855.25,-7.21,51942
855.8,-6.61,51995.1
856.35,-6.42,52048.1
856.9,-5.98,52099.4
857.45,-7.41,52150.8
858,-6.57,52202.1
858.55,-7.35,52254.5
859.1,-6.11,52306.8
859.65,-6.64,52359.2
860.2,-5.49,52408.8
860.75,-6.81,52458.4
861.3,-6.26,52508
861.85,-5.97,52555.3
862.4,-4.62,52602.6
862.95,-6.36,52649.9
863.5,-5.24,52696.8
864.05,-6.23,52743.7
864.6,-7.27,52790.7
865.15,-6.32,52841.4
865.7,-6.86,52892.2
866.25,-6.32,52942.9
866.8,-6.75,52991.6
867.35,-6.07,53040.4
867.9,-5.66,53089.1
868.45,-7.04,53137.3
869,-5.97,53185.5
869.55,-6.35,53233.7
870.1,-5.28,53280.9
870.65,-6.72,53328.2
871.2,-6.11,53375.4
871.75,-4.61,53420.9
872.3,-6.11,53466.5
872.85,-6.18,53512
873.4,-6.62,53561.2
873.95,-6.82,53610.5
874.5,-6.33,53659.7
875.05,-4.25,53704.5
875.6,-5.75,53749.2
876.15,-6.18,53794
876.7,-5.08,53838.6
877.25,-5.41,53883.2
877.8,-5.03,53927.8
878.35,-5.18,53970.6
878.9,-4.95,54013.4
879.45,-4.92,54056.2
880,-4.99,54099.3
880.55,-5.29,54142.4
881.1,-6.18,54185.5
881.65,-6.3,54232.9
882.2,-6.08,54280.4
882.75,-7.19,54327.8
883.3,-6.87,54378.2
883.85,-6.66,54428.7
884.4,-5.54,54479.1
884.95,-6.25,54525.3
885.5,-5.54,54571.5
886.05,-6.52,54617.6
886.6,-6.25,54666.1
887.15,-6.67,54714.5
887.7,-6.5,54763
888.25,-6.98,54811.6
888.8,-5.66,54860.2
889.35,-5.96,54908.8
889.9,-5.83,54955.3
890.45,-5.42,55001.7
891,-7.04,55048.2
891.55,-6.9,55099.1
892.1,-6.86,55150
892.65,-7.4,55200.9
893.2,-7.4,55253.8
893.75,-6.79,55306.7
894.3,-7.62,55359.6
894.85,-7.9,55414.4
895.4,-7.37,55469.2
895.95,-7.39,55524
896.5,-5.94,55574.3
897.05,-6.6,55624.6
897.6,-6.76,55674.9
898.15,-6.14,55723.5
898.7,-5.79,55772.2
899.25,-6.93,55820.8
899.8,-6.82,55871.2
900.35,-6.04,55921.5
900.9,-7.05,55971.9
901.45,-6.85,56022.7
902,-6.34,56073.4
902.55,-6.59,56124.2
903.1,-7.81,56176.9
903.65,-6.79,56229.5
904.2,-6.77,56282.2
904.75,-6.81,56334.4
905.3,-7.19,56386.5
905.85,-7.37,56438.7
906.4,-7.91,56495.5
906.95,-8.33,56552.3
907.5,-7.32,56609
908.05,-7.35,56665.2
908.6,-8.13,56721.3
909.15,-8.38,56777.4
909.7,-6.75,56834.3
910.25,-8.67,56891.1
910.8,-7.37,56947.9
911.35,-7.29,57001.4
911.9,-6.52,57054.8
912.45,-6.88,57108.3
913,-8.08,57161.7
913.55,-6.63,57215.1
914.1,-7,57268.5
914.65,-7.1,57321
915.2,-7.21,57373.5
915.75,-6.64,57426
916.3,-6.46,57477.7
916.85,-7.61,57529.4
917.4,-6.52,57581.1
917.95,-7.18,57631.9
918.5,-6.36,57682.6
919.05,-6.13,57733.4
919.6,-6.56,57781.4
920.15,-5.32,57829.5
920.7,-6.83,57877.5
921.25,-6.25,57926.2
921.8,-6.37,57974.8
922.35,-5.72,58023.5
922.9,-5.2,58069.2
923.45,-5.99,58115
924,-4.97,58160.8
924.55,-5.7,58206.6
925.1,-5.58,58252.4
925.65,-7.79,58298.2
926.2,-6.66,58348.3
926.75,-5.97,58398.4
927.3,-5.75,58448.5
927.85,-6.43,58497
928.4,-6.61,58545.4
928.95,-5.83,58593.8
929.5,-5.23,58641.4
930.05,-6.95,58688.9
930.6,-7.16,58736.4
931.15,-6.82,58787.1
931.7,-6.23,58837.8
932.25,-6.2,58888.5
932.8,-5.97,58936.1
933.35,-6.1,58983.8
933.9,-5.25,59031.4
934.45,-6.57,59077.7
935,-5.28,59123.9
935.55,-5.98,59170.2
936.1,-4.42,59214.6
936.65,-6.03,59258.9
937.2,-5.03,59303.3
937.75,-4.92,59347.3
938.3,-5.86,59391.3
938.85,-5.66,59435.3
939.4,-6.42,59480.5
939.95,-4.83,59525.8
940.5,-4.6,59571.1
941.05,-5.19,59614.1
941.6,-5.44,59657.1
942.15,-5.64,59700.1
942.7,-4.89,59744.5
943.25,-5.93,59788.9
943.8,-5.8,59833.3
944.35,-6.08,59879.6
944.9,-5.78,59925.8
945.45,-5.9,59972.1
946,-5.8,60017.8
946.55,-5.71,60063.4
947.1,-5.41,60109
947.65,-5.36,60155.4
948.2,-7.08,60201.7
948.75,-4.53,60248.1
949.3,-6.16,60293.4
949.85,-6.26,60338.7
950.4,-7.3,60384.1
950.95,-6.1,60431
951.5,-4.82,60477.9
952.05,-6.28,60524.8
952.6,-6.55,60572
953.15,-6.19,60619.3
953.7,-5.85,60666.5
954.25,-7.15,60715.2
954.8,-6.9,60763.8
955.35,-5.32,60812.4
955.9,-5.9,60857.5
956.45,-5.92,60902.7
957,-5.72,60947.8
957.55,-7.27,60995.9
958.1,-6.35,61044.1
958.65,-6.78,61092.2
959.2,-6.67,61141.9
959.75,-7.25,61191.6
960.3,-7.33,61241.3
960.85,-6.92,61291.3
961.4,-6.66,61341.3
961.95,-7.48,61391.2
962.5,-6.97,61440.6
963.05,-6.25,61490
963.6,-7.25,61539.4
964.15,-6.73,61587.4
964.7,-6.07,61635.5
965.25,-5.79,61683.5
965.8,-7.22,61731.5
966.35,-6.91,61779.5
966.9,-7.24,61827.6
967.45,-7.52,61877.4
968,-6.68,61927.3
968.55,-6.45,61977.1
969.1,-7.13,62026.5
969.65,-7.77,62075.8
970.2,-6.43,62125.2
970.75,-7.13,62174.1
971.3,-6.86,62222.9
971.85,-7.09,62271.8
972.4,-7.32,62321.9
972.95,-7.39,62372
973.5,-7.01,62422.1
974.05,-8.11,62473.9
974.6,-7.6,62525.6
975.15,-6.96,62577.3
975.7,-7.44,62628.5
976.25,-7.77,62679.6
976.8,-7.52,62730.7
977.35,-7.26,62782.2
977.9,-7.62,62833.7
978.45,-7.77,62885.2
979,-8.37,62939.8
979.55,-8.22,62994.4
980.1,-8.94,63049
980.65,-8.17,63104.9
981.2,-7.94,63160.8
981.75,-8.05,63216.7
982.3,-8.19,63272.4
982.85,-8.6,63328
983.4,-8.86,63383.7
983.95,-8.57,63439.3
984.5,-7.25,63494.8
985.05,-8.91,63550.4
985.6,-8.89,63609.3
986.15,-8.85,63668.2
986.7,-8.53,63727.1
987.25,-8.24,63785.4
987.8,-9.17,63843.7
988.35,-9.47,63902
988.9,-8.6,63962.1
989.45,-8.41,64022.2
990,-10.19,64082.2
990.55,-9.27,64146.3
991.1,-9.22,64210.3
991.65,-9.41,64274.4
992.2,-8.95,64336.7
992.75,-9.3,64399
993.3,-9.05,64461.3
993.85,-8.83,64521.1
994.4,-8.49,64580.9
994.95,-6.68,64640.7
995.5,-6.82,64693.8
996.05,-8.34,64746.9
996.6,-6.63,64799.9
997.15,-8.87,64856
997.7,-7.88,64912.2
998.25,-7.86,64968.3
998.8,-7.12,65023.1
999.35,-7.45,65077.9
999.9,-8.53,65132.7
1000.45,-9.08,65194
1001,-8.38,65255.4
1001.55,-8.78,65316.8
1002.1,-9.32,65380.1
1002.65,-8.71,65443.5
1003.2,-8.24,65506.9
1003.75,-8.82,65570
1004.3,-9.11,65633.1
1004.85,-8.4,65696.2
1005.4,-9.24,65760
1005.95,-8.3,65823.8
1006.5,-9.34,65887.5
1007.05,-9.01,65953.2
1007.6,-8.82,66018.9
1008.15,-8.89,66084.7
1008.7,-7.72,66146.5
1009.25,-7.72,66208.2
1009.8,-9.77,66270
1010.35,-8.36,66335.8
1010.9,-9.03,66401.6
1011.45,-8.67,66467.3
1012,-9.14,66534.2
1012.55,-9.42,66601.1
1013.1,-8.79,66668
1013.65,-9.56,66734.4
1014.2,-8.46,66800.9
1014.75,-9,66867.4
1015.3,-9.36,66935.2
1015.85,-9.59,67003.1
1016.4,-8.78,67071
1016.95,-9.29,67138.9
1017.5,-9.58,67206.7
1018.05,-9.48,67274.6
1018.6,-9.17,67343.5
1019.15,-9.81,67412.4
1019.7,-9.2,67481.4
1020.25,-9.11,67547.1
1020.8,-8.83,67612.8
1021.35,-9.04,67678.5
1021.9,-7.85,67742.1
1022.45,-9.71,67805.7
1023,-8.67,67869.3
1023.55,-8.46,67932.9
1024.1,-9.21,67996.5
1024.65,-9.23,68060.1
1025.2,-8.5,68124
1025.75,-9.01,68187.8
1026.3,-9.61,68251.7
1026.85,-8.82,68317.1
1027.4,-9.39,68382.5
1027.95,-9.26,68448
1028.5,-9.44,68512.9
1029.05,-8.86,68577.9
1029.6,-8.9,68642.9
1030.15,-9.4,68706.5
1030.7,-8.78,68770.1
1031.25,-7.81,68833.6
1031.8,-9.11,68895.6
1032.35,-9.12,68957.6
1032.9,-9.32,69019.5
1033.45,-7.12,69079.6
1034,-8.87,69139.6
1034.55,-8.6,69199.7
1035.1,-8.27,69261.1
1035.65,-9.06,69322.5
1036.2,-9.63,69383.9
1036.75,-9.51,69450.1
1037.3,-9.31,69516.4
1037.85,-7.79,69582.6
1038.4,-8.04,69639.6
1038.95,-7.92,69696.6
1039.5,-7.59,69753.6
1040.05,-8.15,69810.6
1040.6,-7.77,69867.6
1041.15,-8.6,69924.6
1041.7,-8.14,69985.8
1042.25,-9.42,70047
1042.8,-8.96,70108.1
1043.35,-8.92,70172.2
1043.9,-9.71,70236.3
1044.45,-8.85,70300.4
1045,-9.67,70364.3
1045.55,-8.75,70428.2
1046.1,-9.22,70492
1046.65,-8.99,70554.5
1047.2,-8.89,70616.9
1047.75,-7.26,70679.4
1048.3,-8.49,70737.4
1048.85,-8.8,70795.4
1049.4,-8.34,70853.4
1049.95,-6.91,70908.3
1050.5,-7.58,70963.3
1051.05,-7.27,71018.3
1051.6,-7.94,71074.1
1052.15,-8.07,71129.9
1052.7,-7.49,71185.7
1053.25,-7.69,71240.8
1053.8,-7.34,71296
1054.35,-7.72,71351.1
1054.9,-6.79,71403.8
1055.45,-6.66,71456.6
1056,-7.55,71509.4
1056.55,-6.28,71561.4
1057.1,-6.69,71613.4
1057.65,-6.61,71665.4
1058.2,-6.41,71714.3
1058.75,-5.2,71763.2
1059.3,-6.04,71812
1059.85,-5.61,71859.4
1060.4,-5.63,71906.7
1060.95,-5.05,71954.1
1061.5,-5.5,72000.1
1062.05,-5.53,72046.2
1062.6,-5.98,72092.2
1063.15,-5.41,72142.6
1063.7,-7.72,72192.9
1064.25,-7.27,72243.2
1064.8,-5.25,72294.7
1065.35,-7.09,72346.2
1065.9,-6.41,72397.7
1066.45,-6.21,72447.8
1067,-6.01,72497.9
1067.55,-6.04,72548.1
1068.1,-7.05,72600.7
1068.65,-7.19,72653.2
1069.2,-6.78,72705.8
1069.75,-6.88,72757.2
1070.3,-5.85,72808.5
1070.85,-6.71,72859.8
1071.4,-6.84,72912.1
1071.95,-6.65,72964.3
1072.5,-7,73016.6
1073.05,-6.9,73069.3
1073.6,-6.6,73122
1074.15,-7.09,73174.7
1074.7,-7.28,73228.7
1075.25,-6.94,73282.7
1075.8,-8.05,73336.8
1076.35,-7.05,73392.5
1076.9,-7.59,73448.2
1077.45,-7.3,73503.8
1078,-8.24,73562.7
1078.55,-8.89,73621.5
1079.1,-7.9,73680.3
1079.65,-8.14,73739.4
1080.2,-8.32,73798.6
1080.75,-8.19,73857.7
1081.3,-7.66,73915.1
1081.85,-7.6,73972.5
1082.4,-7.63,74029.8
1082.95,-7.42,74085.3
1083.5,-7.17,74140.8
1084.05,-7.66,74196.3
1084.6,-6.58,74249.9
1085.15,-6.89,74303.5
1085.7,-6.51,74357.1
1086.25,-6.45,74410.3
1086.8,-7.55,74463.4
1087.35,-6.16,74516.5
1087.9,-7.1,74569.5
1088.45,-6.45,74622.4
1089,-7.39,74675.4
1089.55,-5.53,74728.5
1090.1,-6.91,74781.7
1090.65,-6.23,74834.8
1091.2,-6.23,74886.6
1091.75,-6.11,74938.5
1092.3,-6.62,74990.4
1092.85,-6.04,75041.5
1093.4,-5.97,75092.7
1093.95,-4.21,75143.9
1094.5,-5.39,75191
1095.05,-5.52,75238.1
1095.6,-5.56,75285.3
1096.15,-4.83,75333.1
1096.7,-5.7,75380.9
1097.25,-4.51,75428.7
1097.8,-5.06,75475.7
1098.35,-5.86,75522.7
1098.9,-4.92,75569.8
1099.45,-5.15,75616.4
1100,-4.97,75663.1
1100.55,-4.47,75709.8
1101.1,-3.52,75753.1
1101.65,-4.64,75796.5
1102.2,-4.08,75839.8
1102.75,-4.44,75885
1103.3,-5.59,75930.2
1103.85,-5.29,75975.4
1104.4,-5.26,76023.9
1104.95,-5.72,76072.4
1105.5,-5.34,76120.9
1106.05,-6.11,76170.9
1106.6,-5.19,76220.9
1107.15,-6.67,76270.8
1107.7,-6.22,76323
1108.25,-5.86,76375.2
1108.8,-5.82,76427.4
1109.35,-5.98,76479
1109.9,-6.1,76530.5
1110.45,-5.99,76582
1111,-6.62,76636
1111.55,-6.67,76689.9
1112.1,-6.22,76743.9
1112.65,-6.96,76799.1
1113.2,-6.52,76854.4
1113.75,-7.41,76909.6
1114.3,-6.78,76968.5
1114.85,-7.6,77027.4
1115.4,-7.94,77086.2
1115.95,-7.43,77145.7
1116.5,-6.77,77205.1
1117.05,-6.99,77264.5
1117.6,-6.38,77319.6
1118.15,-6.31,77374.7
1118.7,-7.51,77429.8
1119.25,-6.91,77486.9
1119.8,-6.75,77544
1120.35,-6.1,77601.2
1120.9,-6.28,77656.9
1121.45,-8.09,77712.7
1122,-5.99,77768.5
1122.55,-6.98,77822.6
