ztop,Temperature,AgeAICC
1123.1,-6.1,77876.8
1123.65,-6.38,77930.9
1124.2,-7.18,77986.5
1124.75,-6.95,78042.1
1125.3,-6.65,78097.7
1125.85,-6.89,78151.9
1126.4,-6.21,78206
1126.95,-6.06,78260.2
1127.5,-6.03,78311.6
1128.05,-6.12,78363.1
1128.6,-6.78,78414.5
1129.15,-5.16,78465
1129.7,-6.38,78515.5
1130.25,-5.77,78566
1130.8,-5.66,78615.7
1131.35,-6.31,78665.4
1131.9,-7.08,78715
1132.45,-6.43,78767.5
1133,-6.46,78820
1133.55,-7.04,78872.5
1134.1,-7.05,78925.7
1134.65,-6.81,78978.8
1135.2,-6.38,79032
1135.75,-6.69,79082.8
1136.3,-6.44,79133.7
1136.85,-6.6,79184.6
1137.4,-5.94,79233.7
1137.95,-6.2,79282.7
1138.5,-6.63,79331.8
1139.05,-5.69,79379.7
1139.6,-5.75,79427.7
1140.15,-7.4,79475.7
1140.7,-6.64,79524.6
1141.25,-5.25,79573.5
1141.8,-5.61,79622.3
1142.35,-6.12,79668.7
1142.9,-6.13,79715
1143.45,-5.34,79761.4
1144,-5.67,79806
1144.55,-5.45,79850.6
1145.1,-4.92,79895.2
1145.65,-5.1,79939.3
1146.2,-6.32,79983.4
1146.75,-5.41,80027.5
1147.3,-5.64,80072.9
1147.85,-5.67,80118.3
1148.4,-7.15,80163.6
1148.95,-5.02,80209.7
1149.5,-6.06,80255.7
1150.05,-5.13,80301.7
1150.6,-6.27,80345.3
1151.15,-4.44,80389
1151.7,-4.88,80432.7
1152.25,-4.76,80474.8
1152.8,-5.59,80517
1153.35,-4.96,80559.2
1153.9,-6.29,80603.3
1154.45,-4.71,80647.4
1155,-5.99,80691.6
1155.55,-4.26,80733.1
1156.1,-4.06,80774.6
1156.65,-5.57,80816.1
1157.2,-5.13,80859.7
1157.75,-5.44,80903.2
1158.3,-5.77,80946.8
1158.85,-5.45,80990.7
1159.4,-4.86,81034.7
1159.95,-4.92,81078.6
1160.5,-4.9,81119.9
1161.05,-3.8,81161.3
1161.6,-5.96,81202.6
1162.15,-4.62,81246.3
1162.7,-5.39,81290.1
1163.25,-4.37,81333.9
1163.8,-4.91,81376.5
1164.35,-5.26,81419.1
1164.9,-5.01,81461.6
1165.45,-5.04,81504.7
1166,-4.86,81547.8
1166.55,-4.38,81590.9
1167.1,-4.66,81633.1
1167.65,-5.14,81675.3
1168.2,-4.49,81717.6
1168.75,-4.69,81760.8
1169.3,-5.52,81804
1169.85,-4.74,81847.1
1170.4,-5.5,81891.9
1170.95,-5.28,81936.6
1171.5,-4.72,81981.3
1172.05,-5.49,82026.7
1172.6,-5.63,82072.1
1173.15,-5.05,82117.4
1173.7,-4.65,82160.3
1174.25,-3.91,82203.2
1174.8,-4.35,82246.1
1175.35,-5.26,82290.3
1175.9,-5.21,82334.5
1176.45,-4.37,82378.7
1177,-4.37,82421.4
1177.55,-4.37,82464
1178.1,-4.8,82506.7
1178.65,-2.65,82547
1179.2,-4.14,82587.4
1179.75,-3.38,82627.8
1180.3,-4.21,82669.2
1180.85,-4.07,82710.5
1181.4,-3.93,82751.9
1181.95,-5.03,82795.3
1182.5,-4.26,82838.8
1183.05,-4.59,82882.3
1183.6,-3.71,82925.5
1184.15,-4.74,82968.6
1184.7,-3.85,83011.8
1185.25,-3.91,83052.8
1185.8,-2.97,83093.8
1186.35,-3.12,83134.8
1186.9,-3.63,83174.6
1187.45,-2.96,83214.4
1188,-3.59,83254.1
1188.55,-3.87,83295.2
1189.1,-3.04,83336.2
1189.65,-4.4,83377.3
1190.2,-3.59,83417.5
1190.75,-2.01,83457.7
1191.3,-3.79,83497.9
1191.85,-3.58,83538.4
1192.4,-2.77,83578.8
1192.95,-3.48,83619.2
1193.5,-3.74,83660.8
1194.05,-3.73,83702.3
1194.6,-3.14,83743.8
1195.15,-3.95,83784.5
1195.7,-2.49,83825.2
1196.25,-3.52,83865.9
1196.8,-2.48,83904.8
1197.35,-2.65,83943.7
1197.9,-2.76,83982.6
1198.45,-2.83,84021.1
1199,-2.47,84059.6
1199.55,-2.3,84098.1
1200.1,-3.68,84138.4
1200.65,-3.41,84178.7
1201.2,-3.56,84219
1201.75,-4.04,84260.8
1202.3,-2.84,84302.6
1202.85,-4.09,84344.5
1203.4,-3.63,84387.1
1203.95,-3.37,84429.7
1204.5,-3.71,84472.3
1205.05,-2.56,84512.2
1205.6,-2.51,84552.2
1206.15,-4.69,84592.1
1206.7,-3.39,84635.7
1207.25,-3.93,84679.3
1207.8,-3.44,84722.9
1208.35,-2.41,84764.2
1208.9,-4.08,84805.4
1209.45,-3.36,84846.7
1210,-4.17,84889.7
1210.55,-3.28,84932.7
1211.1,-4.89,84975.7
1211.65,-3.81,85021.1
1212.2,-4.25,85066.4
1212.75,-4.45,85111.8
1213.3,-3.46,85155.5
1213.85,-3.58,85199.2
1214.4,-4.3,85242.8
1214.95,-3.84,85287.1
1215.5,-4.07,85331.3
1216.05,-3.59,85375.6
1216.6,-3.3,85418.3
1217.15,-3.88,85461
1217.7,-4.32,85503.7
1218.25,-5,85549.6
1218.8,-4.24,85595.5
1219.35,-3.25,85641.4
1219.9,-5.35,85687.7
1220.45,-4.62,85733.9
1221,-4.32,85780.2
1221.55,-4.64,85827
1222.1,-4.87,85873.8
1222.65,-4.26,85920.6
1223.2,-2.64,85964.2
1223.75,-4.84,86007.9
1224.3,-4.67,86051.6
1224.85,-4.49,86098.5
1225.4,-4.64,86145.4
1225.95,-5.23,86192.2
1226.5,-4,86239.2
1227.05,-5.05,86286.3
1227.6,-4.97,86333.3
1228.15,-4.99,86380.8
1228.7,-4.49,86428.3
1229.25,-4.76,86475.8
1229.8,-5.43,86524.5
1230.35,-5.33,86573.1
1230.9,-5.27,86621.8
1231.45,-5.25,86669.8
1232,-4.57,86717.9
1232.55,-4.77,86765.9
1233.1,-5.02,86812.8
1233.65,-4.39,86859.7
1234.2,-5.86,86906.6
1234.75,-5.23,86955.8
1235.3,-5.3,87005
1235.85,-5.33,87054.2
1236.4,-4.98,87103.2
1236.95,-5.81,87152.2
1237.5,-5.68,87201.2
1238.05,-5.99,87253
1238.6,-6.25,87304.7
1239.15,-6.32,87356.4
1239.7,-4.75,87406.6
1240.25,-6.09,87456.7
1240.8,-5.79,87506.9
1241.35,-6.07,87557.2
1241.9,-5.32,87607.5
1242.45,-6.53,87657.8
1243,-5.67,87710
1243.55,-6.61,87762.3
1244.1,-7.17,87814.5
1244.65,-7.6,87872.4
1245.2,-7.53,87930.2
1245.75,-6.57,87988.1
1246.3,-5.49,88040.1
1246.85,-6.65,88092.2
1247.4,-6.99,88144.2
1247.95,-6.46,88198.1
1248.5,-6.84,88251.9
1249.05,-5.57,88305.8
1249.6,-7.44,88358.9
1250.15,-5.85,88411.9
1250.7,-6.97,88465
1251.25,-6.52,88518.5
1251.8,-6.04,88572
1252.35,-5.8,88625.5
1252.9,-5.75,88677.4
1253.45,-6.59,88729.2
1254,-6.52,88781.1
1254.55,-5.94,88835.1
1255.1,-6.88,88889.2
1255.65,-5.81,88943.2
1256.2,-6.42,88997.2
1256.75,-7.01,89051.3
1257.3,-5.69,89105.3
1257.85,-6.15,89158.4
1258.4,-6.27,89211.6
1258.95,-5.69,89264.7
1259.5,-5.26,89315.1
1260.05,-5.61,89365.4
1260.6,-5.1,89415.8
1261.15,-5.53,89465.6
1261.7,-5.1,89515.4
1262.25,-6.44,89565.3
1262.8,-6.29,89618.8
1263.35,-5.64,89672.4
1263.9,-6.09,89726
1264.45,-6.16,89777.4
1265,-4.67,89828.8
1265.55,-4.89,89880.1
1266.1,-5.12,89928.6
1266.65,-4.84,89977
1267.2,-5.05,90025.4
1267.75,-5.25,90076.5
1268.3,-6.23,90127.6
1268.85,-6.11,90178.8
1269.4,-4.76,90229.4
1269.95,-5.17,90280
1270.5,-5.22,90330.6
1271.05,-5.52,90379.9
1271.6,-4.7,90429.3
1272.15,-3.89,90478.7
1272.7,-5.01,90527
1273.25,-5.39,90575.3
1273.8,-5.46,90623.6
1274.35,-5.4,90674.2
1274.9,-5.46,90724.7
1275.45,-3.98,90775.3
1276,-6.37,90826.6
1276.55,-5.86,90877.8
1277.1,-5.32,90929.1
1277.65,-4.91,90980.9
1278.2,-6.77,91032.7
1278.75,-6.59,91084.5
1279.3,-6.38,91139.8
1279.85,-6.21,91195.1
1280.4,-5.92,91250.4
1280.95,-5.64,91301.1
1281.5,-4.88,91351.8
1282.05,-5.16,91402.5
1282.6,-5.67,91453.4
1283.15,-5.71,91504.3
1283.7,-5.16,91555.1
1284.25,-6.6,91608.5
1284.8,-5.76,91661.9
1285.35,-6.34,91715.3
1285.9,-5.87,91769.5
1286.45,-5.82,91823.8
1287,-6.73,91878.1
1287.55,-4.22,91929.1
1288.1,-4.95,91980.1
1288.65,-5.59,92031.1
1289.2,-6.04,92084.1
1289.75,-6.19,92137.2
1290.3,-5.27,92190.2
1290.85,-5.68,92241.4
1291.4,-5.61,92292.7
1291.95,-4.9,92343.9
1292.5,-5.3,92393.1
1293.05,-5.35,92442.3
1293.6,-5.33,92491.6
1294.15,-5.76,92542.4
1294.7,-5.85,92593.3
1295.25,-5.63,92644.2
1295.8,-5.27,92692.5
1296.35,-4.13,92740.7
1296.9,-5.19,92789
1297.45,-5.63,92837.4
1298,-4.87,92885.7
1298.55,-5.09,92934.1
1299.1,-4.21,92981.7
1299.65,-5.9,93029.3
1300.2,-4.69,93076.9
1300.75,-4.91,93123.9
1301.3,-4.88,93170.8
1301.85,-4.8,93217.8
1302.4,-5.37,93266.9
1302.95,-6.05,93316
1303.5,-4.6,93365.1
1304.05,-5.32,93413.6
1304.6,-5.16,93462
1305.15,-5.59,93510.5
1305.7,-4.38,93557.3
1306.25,-4.23,93604.1
1306.8,-4.57,93650.9
1307.35,-4.47,93697.8
1307.9,-4.78,93744.6
1308.45,-5.92,93791.4
1309,-5.05,93840.5
1309.55,-4.88,93889.7
1310.1,-3.53,93938.9
1310.65,-5.54,93986.5
1311.2,-4.73,94034.1
1311.75,-4.44,94081.7
1312.3,-4.78,94129.8
1312.85,-4.85,94177.9
1313.4,-4.67,94226.1
1313.95,-4.34,94273.6
1314.5,-4.39,94321.1
1315.05,-4.14,94368.7
1315.6,-4.22,94417.5
1316.15,-5.61,94466.2
1316.7,-3.99,94515
1317.25,-4.6,94564.6
1317.8,-5.41,94614.2
1318.35,-4.24,94663.9
1318.9,-4.93,94714.1
1319.45,-4.95,94764.3
1320,-5.05,94814.5
1320.55,-6.12,94867.8
1321.1,-4.68,94921
1321.65,-3.94,94974.3
1322.2,-2.73,95019
1322.75,-3.02,95063.7
1323.3,-4.17,95108.5
1323.85,-3.41,95155.2
1324.4,-3.63,95202
1324.95,-4.42,95248.8
1325.5,-4.14,95297.9
1326.05,-4.11,95347.1
1326.6,-4.82,95396.3
1327.15,-5.38,95449.4
1327.7,-4.94,95502.5
1328.25,-5.03,95555.7
1328.8,-5.33,95609.4
1329.35,-4.98,95663.1
1329.9,-4.92,95716.8
1330.45,-5.36,95770.3
1331,-4.54,95823.7
1331.55,-5.02,95877.1
1332.1,-5.26,95930.3
1332.65,-4.22,95983.6
1333.2,-4.96,96036.8
1333.75,-5.3,96088.9
1334.3,-3.23,96141.1
1334.85,-4.78,96193.2
1335.4,-5.86,96247.2
1335.95,-4.14,96301.3
1336.5,-4.8,96355.3
1337.05,-4.32,96406.9
1337.6,-3.73,96458.5
1338.15,-4.6,96510.1
1338.7,-5.23,96564.7
1339.25,-4.87,96619.4
1339.8,-3.69,96674
1340.35,-5.84,96728.9
1340.9,-5.15,96783.8
1341.45,-4.73,96838.6
1342,-3.82,96892.4
1342.55,-5.46,96946.1
1343.1,-4.29,96999.9
1343.65,-4.8,97053.3
1344.2,-4.24,97106.7
1344.75,-4.72,97160.1
1345.3,-4.7,97214.8
1345.85,-5.71,97269.6
1346.4,-3.56,97324.4
1346.95,-5.11,97377.1
1347.5,-4.22,97429.9
1348.05,-4.32,97482.7
1348.6,-4.22,97534.2
1349.15,-4.37,97585.7
1349.7,-4.17,97637.2
1350.25,-5.05,97690.1
1350.8,-4.83,97743
1351.35,-3.84,97795.9
1351.9,-5.46,97848.9
1352.45,-4.73,97901.9
1353,-4.86,97954.9
1353.55,-3.41,98004.8
1354.1,-4.2,98054.6
1354.65,-4.8,98104.4
1355.2,-5.13,98157.5
1355.75,-5.03,98210.5
1356.3,-4.78,98263.6
1356.85,-3.82,98313.2
1357.4,-4.46,98362.7
1357.95,-4.16,98412.3
1358.5,-5.44,98462.4
1359.05,-3.68,98512.4
1359.6,-5.35,98562.4
1360.15,-4.63,98612.5
1360.7,-4.59,98662.5
1361.25,-3.73,98712.6
1361.8,-4.64,98759.7
1362.35,-3.68,98806.9
1362.9,-4.82,98854.1
1363.45,-5.33,98904.3
1364,-5.15,98954.6
1364.55,-4.54,99004.9
1365.1,-5.3,99053.9
1365.65,-4.47,99102.8
1366.2,-5.66,99151.8
1366.75,-4.32,99200.3
1367.3,-4.7,99248.8
1367.85,-4.67,99297.3
1368.4,-5.87,99347.4
1368.95,-5.59,99397.5
1369.5,-5.16,99447.6
1370.05,-4.71,99496
1370.6,-5.28,99544.4
1371.15,-5.06,99592.7
1371.7,-4.7,99639
1372.25,-4.2,99685.2
1372.8,-5.21,99731.4
1373.35,-4.2,99776.6
1373.9,-4.17,99821.8
1374.45,-4.58,99866.9
1375,-4.53,99913.1
1375.55,-5.61,99959.2
1376.1,-4.3,100005
1376.65,-5.03,100050
1377.2,-4.32,100095
1377.75,-4.07,100140
1378.3,-4.88,100184
1378.85,-4.33,100228
1379.4,-3.89,100272
1379.95,-4.75,100316
1380.5,-4.48,100360
1381.05,-4.76,100403
1381.6,-3.79,100446
1382.15,-4.67,100490
1382.7,-4.02,100533
1383.25,-5,100576
1383.8,-4.57,100620
1384.35,-4.45,100664
1384.9,-4.3,100707
1385.45,-4.29,100750
1386,-3.92,100793
1386.55,-5.13,100837
1387.1,-4.92,100881
1387.65,-5.16,100925
1388.2,-4.9,100970
1388.75,-4.24,101014
1389.3,-4.37,101059
1389.85,-3.79,101100
1390.4,-3.54,101142
1390.95,-4.04,101183
1391.5,-2.79,101223
1392.05,-3.45,101263
1392.6,-4.51,101302
1393.15,-3.88,101346
1393.7,-4.84,101389
1394.25,-4.47,101432
1394.8,-4.69,101476
1395.35,-4.09,101520
1395.9,-4.64,101564
1396.45,-4.34,101607
1397,-4.34,101651
1397.55,-4.26,101694
1398.1,-5.02,101739
1398.65,-4.59,101783
1399.2,-4.41,101828
1399.75,-4.24,101872
1400.3,-4.9,101917
1400.85,-6.18,101961
1401.4,-4.74,102008
1401.95,-4.84,102055
1402.5,-5.13,102102
1403.05,-4.87,102148
1403.6,-4.77,102194
1404.15,-5.45,102240
1404.7,-4.32,102287
1405.25,-5.51,102333
1405.8,-5.58,102380
1406.35,-5.54,102429
1406.9,-5.24,102477
1407.45,-4.8,102526
1408,-5.95,102575
1408.55,-5.74,102623
1409.1,-6.22,102672
1409.65,-5.29,102724
1410.2,-6.97,102776
1410.75,-6.74,102828
1411.3,-6.26,102883
1411.85,-7.35,102939
1412.4,-6.98,102995
1412.95,-6.45,103051
1413.5,-7.29,103108
1414.05,-5.83,103164
1414.6,-6.89,103218
1415.15,-5.69,103273
1415.7,-6.25,103327
1416.25,-5.72,103380
1416.8,-5.67,103433
1417.35,-6.78,103486
1417.9,-6.16,103540
1418.45,-4.57,103593
1419,-5.64,103647
1419.55,-5.94,103700
1420.1,-5.48,103753
1420.65,-5.47,103806
1421.2,-5.29,103859
1421.75,-5.75,103912
1422.3,-5.25,103965
1422.85,-4.59,104016
1423.4,-4.9,104066
1423.95,-4.88,104117
1424.5,-4.64,104168
1425.05,-5.15,104219
1425.6,-4.98,104269
1426.15,-4.02,104319
1426.7,-4.85,104369
1427.25,-5.49,104419
1427.8,-5.6,104473
1428.35,-4.87,104526
1428.9,-4.79,104580
1429.45,-5.18,104632
1430,-4.89,104684
1430.55,-4.64,104736
1431.1,-4.75,104788
1431.65,-4.9,104839
1432.2,-5.16,104891
1432.75,-5.26,104945
1433.3,-5.13,104999
1433.85,-5.27,105052
1434.4,-3.54,105103
1434.95,-4.48,105154
1435.5,-4.82,105205
1436.05,-4.11,105256
1436.6,-4.51,105308
1437.15,-4.6,105359
1437.7,-3.94,105409
1438.25,-3.94,105459
1438.8,-4.16,105509
1439.35,-3.68,105559
1439.9,-3.94,105608
1440.45,-3.33,105657
1441,-3.59,105704
1441.55,-3.01,105751
1442.1,-3.72,105799
1442.65,-4.15,105850
1443.2,-5.17,105901
1443.75,-4.83,105953
1444.3,-4.63,106005
1444.85,-4.03,106058
1445.4,-4.82,106110
1445.95,-4.29,106164
1446.5,-5,106218
1447.05,-5.32,106271
1447.6,-5.06,106326
1448.15,-4.87,106382
1448.7,-5.83,106437
1449.25,-5.03,106494
1449.8,-5.52,106551
1450.35,-4.91,106608
1450.9,-5.58,106665
1451.45,-5.63,106722
1452,-5.54,106778
1452.55,-6.25,106839
1453.1,-6.23,106899
1453.65,-6.39,106960
1454.2,-6.46,107023
1454.75,-6.38,107086
1455.3,-6.52,107149
1455.85,-6.81,107214
1456.4,-6.89,107280
1456.95,-7.51,107346
1457.5,-6.36,107413
1458.05,-6.97,107481
1458.6,-6.53,107548
1459.15,-6.88,107615
1459.7,-6.36,107682
1460.25,-7.19,107749
1460.8,-6.43,107816
1461.35,-6.46,107884
1461.9,-7.74,107952
1462.45,-6.31,108020
1463,-5.81,108088
1463.55,-6.25,108157
1464.1,-6.08,108222
1464.65,-5.39,108287
1465.2,-7.04,108352
1465.75,-5.81,108418
1466.3,-5.62,108485
1466.85,-5.58,108551
1467.4,-5.61,108615
1467.95,-5.41,108679
1468.5,-5.01,108742
1469.05,-6.62,108808
1469.6,-5.67,108874
1470.15,-4.25,108940
1470.7,-5.35,109004
1471.25,-6.42,109069
1471.8,-5.62,109133
1472.35,-5.58,109198
1472.9,-4.47,109263
1473.45,-5.12,109328
1474,-5.27,109393
1474.55,-5.26,109458
1475.1,-5.57,109523
1475.65,-5.41,109590
1476.2,-4.78,109656
1476.75,-5.29,109723
1477.3,-4.8,109788
1477.85,-4.93,109854
1478.4,-5.45,109920
1478.95,-5,109987
1479.5,-4.96,110054
1480.05,-4.12,110121
1480.6,-5.73,110189
1481.15,-5.77,110258
1481.7,-4.69,110327
1482.25,-5.41,110396
1482.8,-5.19,110465
1483.35,-4.44,110534
1483.9,-5.43,110604
1484.45,-5.47,110673
1485,-5.25,110743
1485.55,-5.18,110814
1486.1,-4.83,110885
1486.65,-5.38,110955
1487.2,-5.62,111027
1487.75,-4.48,111098
1488.3,-4.6,111170
1488.85,-5.14,111242
1489.4,-5.63,111314
1489.95,-4.6,111386
1490.5,-4.15,111455
1491.05,-5.07,111525
1491.6,-4.02,111594
1492.15,-3.82,111661
1492.7,-4.36,111728
1493.25,-4.77,111795
1493.8,-4.64,111866
1494.35,-4.49,111937
1494.9,-4.09,112008
1495.45,-4.1,112078
1496,-5.08,112148
1496.55,-3.21,112218
1497.1,-3.64,112284
1497.65,-3.98,112351
1498.2,-3.53,112417
1498.75,-4.35,112486
1499.3,-4.62,112556
1499.85,-3.73,112625
1500.4,-3.42,112693
1500.95,-4.69,112761
1501.5,-3.26,112829
1502.05,-3.06,112893
1502.6,-2.82,112956
1503.15,-3.18,113020
1503.7,-3.03,113082
1504.25,-2.83,113145
1504.8,-2.87,113207
1505.35,-2.01,113268
1505.9,-3.14,113328
1506.45,-2.96,113388
1507,-3.08,113450
1507.55,-2.55,113512
1508.1,-2.02,113574
1508.65,-3.09,113635
1509.2,-3.31,113696
1509.75,-3.27,113757
1510.3,-2.69,113819
1510.85,-2.42,113880
1511.4,-1.63,113941
1511.95,-1.84,113997
1512.5,-2.49,114053
1513.05,-2.85,114109
1513.6,-2.17,114167
1514.15,-2.45,114225
1514.7,-0.96,114282
1515.25,-2.16,114338
1515.8,-1.92,114393
1516.35,-2.18,114448
1516.9,-1.21,114504
1517.45,-2.6,114559
1518,-2.12,114614
1518.55,-2.36,114671
1519.1,-2.23,114728
1519.65,-2.07,114784
1520.2,-1.62,114840
1520.75,-2.28,114895
1521.3,-2.6,114950
1521.85,-1.63,115005
1522.4,-1.42,115061
1522.95,-2.61,115116
1523.5,-1.71,115171
1524.05,-1.63,115226
1524.6,-2.56,115281
1525.15,-1.42,115335
1525.7,-1.73,115390
1526.25,-3.03,115445
1526.8,-1.55,115499
1527.35,-0.81,115553
1527.9,-1.21,115607
1528.45,-1.01,115658
1529,-1.24,115709
1529.55,-1.02,115759
1530.1,-1.6,115811
1530.65,-1.48,115863
1531.2,-1.19,115915
1531.75,-0.56,115965
1532.3,-1.32,116016
1532.85,-1.71,116066
1533.4,-0.3,116116
1533.95,-0.79,116166
1534.5,-0.43,116215
1535.05,-0.99,116265
1535.6,-1.56,116315
1536.15,0.04,116365
1536.7,-0.56,116412
1537.25,-0.5,116460
1537.8,-0.56,116508
1538.35,-0.32,116555
1538.9,0.34,116601
1539.45,-0.7,116648
1540,-0.76,116696
1540.55,-0.2,116744
1541.1,-0.39,116793
1541.65,-0.37,116839
1542.2,0.39,116886
1542.75,-0.5,116933
1543.3,-0.51,116980
1543.85,0.4,117027
1544.4,-0.41,117074
1544.95,0.09,117121
1545.5,-0.87,117168
1546.05,-0.65,117216
1546.6,1.38,117260
1547.15,0.73,117304
1547.7,1.14,117349
1548.25,0.05,117394
1548.8,-0.9,117440
1549.35,0.22,117485
1549.9,-0.32,117533
1550.45,-0.7,117580
1551,0.43,117628
1551.55,0.5,117673
1552.1,0.7,117718
1552.65,-0.49,117763
1553.2,0.16,117810
1553.75,-0.09,117858
1554.3,-0.35,117905
1554.85,-0.07,117952
1555.4,0.75,117998
1555.95,-0.19,118045
1556.5,0.29,118091
1557.05,0.41,118137
1557.6,1.33,118182
1558.15,0.16,118226
1558.7,1.6,118270
1559.25,0.56,118313
1559.8,0.61,118358
1560.35,0.32,118403
1560.9,0.19,118448
1561.45,0.72,118494
1562,0.28,118540
1562.55,0.3,118586
1563.1,0.87,118632
1563.65,-0.33,118679
1564.2,0.12,118725
1564.75,1.29,118770
1565.3,0.67,118816
1565.85,1.37,118861
1566.4,0.28,118905
1566.95,0.89,118949
1567.5,1.25,118994
1568.05,2.11,119036
1568.6,0.76,119079
1569.15,0.66,119122
1569.7,1.13,119167
1570.25,0.47,119213
1570.8,0.11,119258
1571.35,0.84,119304
1571.9,1.13,119350
1572.45,0.59,119395
1573,1.98,119440
1573.55,0.59,119484
1574.1,1.9,119528
1574.65,1.54,119570
1575.2,1.25,119613
1575.75,1.47,119655
1576.3,0.79,119699
1576.85,1.14,119744
1577.4,1.38,119788
1577.95,0.99,119833
1578.5,0.71,119878
1579.05,0.96,119923
1579.6,1.28,119968
1580.15,1.02,120013
1580.7,1.12,120057
1581.25,1.85,120101
1581.8,1.31,120144
1582.35,1.59,120188
1582.9,1.42,120231
1583.45,1.58,120275
1584,1.87,120318
1584.55,2.5,120360
1585.1,1.15,120403
1585.65,1.08,120445
1586.2,2.49,120488
1586.75,1.22,120532
1587.3,1.39,120575
1587.85,1.38,120619
1588.4,1.55,120663
1588.95,1.37,120708
1589.5,1.55,120751
1590.05,2.33,120793
1590.6,1.87,120836
1591.15,2.88,120878
1591.7,1.68,120920
1592.25,0.98,120961
1592.8,2.23,121003
1593.35,2.36,121046
1593.9,1.67,121088
1594.45,1.52,121131
1595,1.69,121174
1595.55,2.14,121218
1596.1,1.46,121262
1596.65,0.47,121307
1597.2,1.24,121351
1597.75,1.5,121396
1598.3,1.09,121441
1598.85,1.71,121486
1599.4,1.23,121530
1599.95,1.8,121575
1600.5,2.06,121619
1601.05,2.31,121661
1601.6,1.72,121702
1602.15,2.71,121744
1602.7,2.18,121786
1603.25,1.28,121829
1603.8,1.66,121872
1604.35,1.99,121915
1604.9,1.73,121958
1605.45,1.78,122001
1606,2.06,122043
1606.55,2.21,122085
1607.1,2.06,122127
1607.65,1.65,122169
1608.2,2.53,122211
1608.75,2.71,122253
1609.3,2.34,122294
1609.85,1.07,122336
1610.4,2.44,122377
1610.95,2.09,122419
1611.5,2.14,122461
1612.05,1.65,122502
1612.6,2.32,122546
1613.15,0.52,122589
1613.7,2.45,122632
1614.25,2.37,122674
1614.8,1.74,122716
1615.35,1.29,122758
1615.9,2.55,122801
1616.45,1.09,122844
1617,2.2,122887
1617.55,1.48,122929
1618.1,3.01,122971
1618.65,1.48,123013
1619.2,1.3,123055
1619.75,2.39,123098
1620.3,2.73,123140
1620.85,2.3,123180
1621.4,2.32,123221
1621.95,1.52,123261
1622.5,3.12,123301
1623.05,2.31,123342
1623.6,2.04,123382
1624.15,2.47,123424
1624.7,1.62,123465
1625.25,0.83,123507
1625.8,2.51,123548
1626.35,2.46,123590
1626.9,2.33,123632
1627.45,3.77,123670
1628,2.5,123708
1628.55,2.96,123746
1629.1,3.66,123784
1629.65,1.93,123822
1630.2,2.48,123861
1630.75,2.11,123901
1631.3,2.92,123941
1631.85,1.39,123980
1632.4,1.54,124024
1632.95,0.84,124068
1633.5,1.85,124111
1634.05,2.13,124154
1634.6,0.87,124197
1635.15,0.6,124240
1635.7,1.71,124283
1636.25,2.1,124326
1636.8,2.73,124369
1637.35,1.57,124410
1637.9,2.23,124451
1638.45,1.11,124492
1639,0.81,124536
1639.55,2.05,124580
1640.1,0.92,124624
1640.65,1.27,124667
1641.2,2.01,124711
1641.75,1.74,124754
1642.3,1.44,124798
1642.85,0.96,124841
1643.4,1.9,124884
1643.95,1.68,124926
1644.5,2.03,124968
1645.05,1.99,125010
1645.6,1.14,125053
1646.15,1.27,125096
1646.7,1.33,125139
1647.25,1.5,125183
1647.8,1.08,125227
1648.35,1.62,125271
1648.9,0.59,125317
1649.45,0.21,125363
1650,2.09,125409
1650.55,1.39,125452
1651.1,1.08,125495
1651.65,1.11,125539
1652.2,2.28,125582
1652.75,0.79,125625
1653.3,2.14,125669
1653.85,0.84,125713
1654.4,0.91,125757
1654.95,2.06,125801
1655.5,2.06,125844
1656.05,0.43,125887
1656.6,1.11,125930
1657.15,0.33,125977
1657.7,0.49,126024
1658.25,1.33,126071
1658.8,1.16,126115
1659.35,1.77,126158
1659.9,1.91,126202
1660.45,1.5,126244
1661,2.39,126285
1661.55,2.6,126327
1662.1,2.14,126366
1662.65,2.29,126406
1663.2,3.21,126446
1663.75,2.53,126484
1664.3,3.18,126523
1664.85,2.14,126561
1665.4,2.79,126600
1665.95,3.2,126639
1666.5,2.65,126677
1667.05,1.9,126718
1667.6,2.16,126758
1668.15,2.25,126799
1668.7,2.61,126839
1669.25,2.86,126878
1669.8,1.66,126918
1670.35,1.89,126960
1670.9,2.08,127001
1671.45,2.98,127043
1672,3.33,127082
1672.55,2.44,127120
1673.1,2.77,127159
1673.65,2.95,127199
1674.2,2.04,127239
1674.75,2.95,127278
1675.3,3.59,127318
1675.85,3.25,127359
1676.4,2.81,127399
1676.95,4.4,127435
1677.5,3.36,127472
1678.05,3.93,127509
1678.6,4.32,127545
1679.15,4.43,127582
1679.7,3.36,127618
1680.25,3.97,127655
1680.8,3.2,127691
1681.35,3.47,127728
1681.9,3.26,127766
1682.45,4.38,127803
1683,2.56,127841
1683.55,4.79,127879
1684.1,4,127916
1684.65,2.9,127954
1685.2,4.08,127989
1685.75,3.46,128025
1686.3,4.79,128060
1686.85,4.71,128095
1687.4,4.06,128131
1687.95,4.86,128166
1688.5,3.84,128201
1689.05,3.1,128235
1689.6,3.66,128270
1690.15,4.84,128306
1690.7,5.46,128342
1691.25,3.96,128378
1691.8,3.34,128414
1692.35,4.3,128451
1692.9,4.59,128487
1693.45,4.51,128524
1694,3.16,128560
