y,x,z
2.593910157,-9.23,19.76895
2.596346212,-9.435,19.81
2.534861128,-9.56,19.8523
2.534861128,-9.455,19.8959
2.534861128,-9.685,19.9395
2.518933601,-9.905,19.98345
2.518933601,-9.78,20.02775
2.518933601,-9.78,20.07205
2.541765643,-10.06,20.11585
2.539458837,-9.435,20.1592
2.541765643,-8.89,20.20255
2.601236197,-8.685,20.2446
2.601236197,-9.02,20.2854
2.601236197,-9.97,20.3262
2.53715734,-10.12,20.36835
2.539458837,-9.605,20.4118
2.539458837,-9.22,20.4552
2.598788215,-9.25,20.49735
2.598788215,-9.085,20.53825
2.598788215,-9.25,20.57915
2.577021939,-9.505,20.6205
2.574632451,-9.375,20.66235
2.577021939,-9.61,20.7042
2.544077783,-9.705,20.7467
2.544077783,-9.95,20.7899
2.544077783,-9.55,20.8331
2.611088493,-8.875,20.8749
2.611088493,-9.07,20.9153
2.611088493,-9.4,20.9557
2.565131192,-9.57,20.99705
2.565131192,-9.645,21.03935
2.562769916,-9.335,21.0817
2.593910157,-9.195,21.12345
2.593910157,-9.385,21.16455
2.591480022,-9.44,21.2057
2.553380176,-9.43,21.2477
2.555719358,-9.765,21.29045
2.553380176,-9.695,21.3332
2.579417149,-9.385,21.37545
2.581818111,-9.13,21.4171
2.581818111,-8.9,21.4587
2.534861128,-9.54,21.5013
2.534861128,-10.03,21.5449
2.53715734,-9.62,21.58845
2.601236197,-8.895,21.6306
2.601236197,-8.255,21.6714
2.601236197,-9.01,21.7122
2.534861128,-9.905,21.7544
2.532570176,-9.305,21.79805
2.532570176,-9.27,21.84175
2.494406173,-9.88,21.8863
2.496611246,-9.845,21.93165
2.494406173,-9.265,21.977
2.562769916,-8.84,22.0209
2.562769916,-8.595,22.0633
2.560414202,-8.945,22.10575
2.501036032,-9.28,22.14955
2.498821191,-9.37,22.1947
2.498821191,-9.525,22.2399
2.461900603,-9.635,22.28595
2.461900603,-9.9,22.33285
2.459770677,-9.825,22.3798
2.485634187,-9.24,22.4262
2.485634187,-9.425,22.472
2.485634187,-9.975,22.5178
2.518933601,-9.135,22.56285
2.521193489,-8.75,22.6071
2.518933601,-9.275,22.65135
2.516678809,-9.075,22.6957
2.514429089,-8.98,22.74015
2.514429089,-9.57,22.78465
2.474776317,-9.46,22.83005
2.472618819,-9.49,22.8764
2.472618819,-9.67,22.9228
2.466174114,-9.49,22.96935
2.466174114,-9.505,23.01605
2.466174114,-9.56,23.06275
2.468317737,-9.64,23.1094
2.470465966,-9.33,23.15595
2.468317737,-8.77,23.2025
2.532570176,-8.635,23.24765
2.530284461,-8.535,23.2914
2.530284461,-8.61,23.3352
2.485634187,-9.09,23.38
2.485634187,-8.99,23.4258
2.485634187,-9.52,23.4716
2.430418465,-9.805,23.5187
2.430418465,-9.155,23.5671
2.430418465,-9.115,23.6155
2.472618819,-8.985,23.6629
2.470465966,-8.785,23.70935
2.472618819,-8.965,23.7558
2.466174114,-8.845,23.80235
2.466174114,-8.795,23.84905
2.466174114,-9.12,23.89575
2.385966702,-9.325,23.9444
2.383992368,-9.875,23.99505
2.383992368,-10.17,24.04575
2.360599488,-9.785,24.09705
2.360599488,-9.57,24.14895
2.35867456,-10.05,24.2009
2.339626365,-10.13,24.2534
2.339626365,-9.54,24.3064
2.339626365,-9.225,24.3594
2.383992368,-9.025,24.41125
2.383992368,-9.38,24.46195
2.385966702,-9.545,24.5126
2.319084092,-9.7,24.56495
2.320934232,-10.085,24.619
2.320934232,-9.04,24.673
2.389927103,-8.485,24.7252
2.389927103,-9.445,24.7756
2.389927103,-10.055,24.826
2.27567764,-10.135,24.87945
2.27567764,-10.01,24.93595
2.27567764,-9.925,24.99245
2.29714537,-9.715,25.04835
2.295338684,-9.69,25.1037
2.295338684,-9.615,25.1591
2.289938131,-9.61,25.21465
2.289938131,-9.89,25.27035
2.289938131,-9.89,25.32605
2.302585093,-9.59,25.3814
2.300768562,-9.35,25.43645
2.302585093,-9.78,25.4915
2.230687354,-10.345,25.54855
2.230687354,-10.4,25.60765
2.230687354,-9.93,25.66675
2.26686701,-9.705,25.7248
2.26686701,-9.855,25.7818
2.26686701,-9.755,25.8388
2.293535257,-9.605,25.89505
2.295338684,-9.42,25.9505
2.293535257,-9.745,26.00595
2.281001521,-10.105,26.0618
2.281001521,-9.775,26.118
2.281001521,-10,26.1742
2.308054569,-9.7,26.22965
2.306228084,-9.27,26.2844
2.308054569,-9.905,26.33915
2.298955325,-9.59,26.3941
2.298955325,-9.415,26.4493
2.298955325,-9.905,26.5045
2.27567764,-9.565,26.56035
2.27567764,-9.785,26.61685
2.27567764,-10.18,26.67335
2.295338684,-9.49,26.7293
2.293535257,-9.48,26.78475
2.293535257,-9.64,26.84025
2.291735077,-9.465,26.8958
2.293535257,-9.775,26.95135
2.291735077,-10.075,27.0069
2.281001521,-10.15,27.0628
2.279223743,-9.58,27.11905
2.281001521,-9.265,27.1753
2.288144409,-9.6,27.2313
2.289938131,-9.925,27.28705
2.289938131,-9.86,27.34275
2.282782466,-9.67,27.39865
2.282782466,-9.725,27.45475
2.282782466,-9.815,27.51085
2.326505277,-9.575,27.56575
2.326505277,-9.005,27.61945
2.326505277,-8.535,27.67315
2.426294747,-8.56,27.7243
2.426294747,-7.875,27.7729
2.426294747,-8.08,27.8215
2.364460497,-9.14,27.87165
2.364460497,-8.86,27.92335
2.364460497,-9.6,27.97505
2.356753329,-9.825,28.02695
2.356753329,-8.5,28.07905
2.35867456,-7.785,28.1311
2.430418465,-8.16,28.1813
2.432486718,-8.775,28.22965
2.430418465,-9.17,28.278
2.399897275,-8.89,28.32715
2.397895273,-8.595,28.3771
2.399897275,-9.34,28.42705
2.32836921,-10.045,28.4788
2.330236624,-9.685,28.53235
2.32836921,-9.285,28.5859
2.343407088,-9.675,28.6391
2.341514939,-9.675,28.69195
2.341514939,-9.065,28.74485
2.440802774,-8.8,28.79525
2.440802774,-8.545,28.84315
2.438717267,-8.02,28.8911
2.461900603,-8.265,28.93855
2.461900603,-8.65,28.98545
2.459770677,-8.6,29.0324
2.414024655,-8.73,29.0805
2.411994197,-9.165,29.12975
2.411994197,-9.3,29.17905
2.405927444,-9.025,29.2285
2.405927444,-9.09,29.2781
2.405927444,-8.81,29.3277
2.45129605,-8.615,29.3762
2.449188567,-8.58,29.42365
2.449188567,-8.5,29.47115
2.479105328,-8.49,29.51795
2.479105328,-8.18,29.56405
2.479105328,-8.165,29.61015
2.509944777,-7.81,29.65555
2.512184419,-7.995,29.7002
2.512184419,-8.075,29.7448
2.483453161,-7.74,29.79005
2.485634187,-8.675,29.8359
2.485634187,-9.15,29.8817
2.459770677,-8.65,29.9281
2.461900603,-8.385,29.97505
2.461900603,-8.385,30.02195
2.496611246,-8.375,30.06805
2.494406173,-8.075,30.1134
2.496611246,-8.09,30.15875
2.416059243,-8.63,30.20595
2.414024655,-9.36,30.2551
2.416059243,-9.63,30.30425
2.360599488,-9.41,30.35475
2.362528129,-9.615,30.4066
2.360599488,-9.125,30.45845
2.374178746,-9.215,30.51
2.374178746,-9.64,30.5612
2.374178746,-9.22,30.6124
2.397895273,-8.75,30.663
2.397895273,-9.125,30.713
2.39589727,-9.275,30.76305
2.393903252,-8.835,30.8132
2.391913201,-9.125,30.86345
2.393903252,-9.19,30.9137
2.374178746,-9.24,30.9644
2.376133781,-9.085,31.01555
2.376133781,-8.88,31.06665
2.389927103,-8.875,31.1174
2.389927103,-8.87,31.1678
2.389927103,-8.87,31.2182
2.434559257,-8.22,31.2675
2.432486718,-8.13,31.31575
2.432486718,-8.73,31.36405
2.383992368,-8.645,31.41355
2.382021924,-9.015,31.4643
2.383992368,-9.72,31.51505
2.330236624,-9.61,31.56715
2.32836921,-9.38,31.6207
2.330236624,-9.755,31.67425
2.345302823,-9.73,31.72735
2.347202158,-9.165,31.78
2.345302823,-8.99,31.83265
2.362528129,-8.985,31.8849
2.360599488,-9.385,31.93675
2.362528129,-9.395,31.9886
2.326505277,-9.64,32.04135
2.324644811,-9.775,32.0951
2.326505277,-8.345,32.14885
2.414024655,-7.9,32.2003
2.416059243,-8.59,32.24945
2.416059243,-8.69,32.29855
2.44498688,-7.785,32.34695
2.442892639,-7.595,32.3947
2.44498688,-7.51,32.44245
2.434559257,-7.65,32.4904
2.434559257,-8.52,32.5386
2.434559257,-8.475,32.5868
2.389927103,-8.56,32.6361
2.391913201,-8.505,32.68645
2.389927103,-8.29,32.7368
2.407945609,-8.08,32.78675
2.405927444,-8.4,32.8363
2.405927444,-8.485,32.8859
2.376133781,-8.02,32.93625
2.376133781,-8.625,32.98735
2.376133781,-9.465,33.03845
2.27567764,-9.615,33.09225
2.27567764,-9.385,33.14875
2.273909293,-9.595,33.2053
2.30440493,-9.56,33.26105
2.30440493,-8.915,33.31595
2.302585093,-8.92,33.3709
2.362528129,-8.995,33.4243
2.362528129,-8.46,33.4761
2.362528129,-8.105,33.5279
2.434559257,-7.98,33.5779
2.436636101,-7.73,33.62605
2.434559257,-7.795,33.6742
2.447085517,-7.91,33.7221
2.44498688,-7.62,33.76975
2.447085517,-7.89,33.8174
2.393903252,-8.18,33.8663
2.393903252,-8.265,33.9165
2.393903252,-8.305,33.9667
2.401903294,-8.13,34.0167
2.401903294,-7.92,34.0665
2.401903294,-8.52,34.1163
2.345302823,-8.71,34.16755
2.347202158,-8.435,34.2202
2.345302823,-9.15,34.27285
2.268622937,-9.53,34.32765
2.268622937,-9.53,34.38455
2.268622937,-9.525,34.44145
2.270381952,-9.52,34.4983
2.272144067,-9.34,34.55505
2.270381952,-8.845,34.6118
2.313554124,-8.825,34.6674
2.313554124,-9.045,34.7218
2.313554124,-9.275,34.7762
2.300768562,-9.33,34.83095
2.298955325,-8.635,34.8861
2.300768562,-8.11,34.94125
2.383992368,-8.29,34.99415
2.385966702,-7.97,35.0448
2.383992368,-7.865,35.09545
2.39589727,-8.045,35.14585
2.39589727,-7.715,35.19595
2.393903252,-8.08,35.2461
2.41809798,-7.915,35.2957
2.420140882,-7.375,35.34465
2.41809798,-7.885,35.3936
2.411994197,-8.205,35.44275
2.409967854,-7.865,35.4921
2.411994197,-7.36,35.54145
2.436636101,-7.36,35.59015
2.436636101,-8.05,35.63825
2.434559257,-8.065,35.6864
2.464035075,-7.405,35.7339
2.461900603,-7.305,35.78075
2.461900603,-7.85,35.82765
2.422187965,-8.21,35.8755
2.420140882,-8.15,35.92435
2.422187965,-7.435,35.9732
2.416059243,-7.665,36.02215
2.416059243,-8.595,36.07125
2.41809798,-8.24,36.1203
2.438717267,-7.71,36.1688
2.438717267,-7.75,36.2168
2.438717267,-8.285,36.2648
2.354835783,-8.43,36.3149
2.356753329,-8.71,36.36705
2.356753329,-8.605,36.41915
2.416059243,-7.995,36.46975
2.416059243,-8.05,36.51885
2.416059243,-8.065,36.56795
2.366396606,-8.56,36.6183
2.364460497,-8.88,36.66995
2.366396606,-8.615,36.7216
2.401903294,-8.43,36.7723
2.403913345,-8.08,36.82205
2.401903294,-7.84,36.8718
2.430418465,-7.965,36.9209
2.42835448,-8.145,36.96935
2.42835448,-8.125,37.01785
2.440802774,-7.91,37.06605
2.440802774,-8.105,37.11395
2.438717267,-8.26,37.1619
2.442892639,-8.015,37.2098
2.442892639,-8.305,37.2576
2.442892639,-8.75,37.3054
2.442892639,-8.69,37.3532
2.442892639,-8.355,37.401
2.442892639,-7.585,37.4488
2.553380176,-6.815,37.4941
2.553380176,-7.27,37.5369
2.553380176,-7.895,37.5797
2.525728644,-7.885,37.6231
2.523458496,-7.255,37.66715
2.525728644,-7.205,37.7112
2.553380176,-7.315,37.7546
2.555719358,-7.375,37.79735
2.553380176,-7.375,37.8401
2.558064025,-7.49,37.8828
2.560414202,-7.495,37.92535
2.560414202,-7.015,37.96785
2.651498032,-6.61,38.0085
2.651498032,-6.11,38.0473
2.651498032,-6.225,38.0861
2.712606018,-5.705,38.12375
2.712606018,-5.775,38.16025
2.712606018,-5.815,38.19675
2.746035314,-4.94,38.23265
2.746035314,-5.41,38.26795
2.743206458,-6.665,38.3033
2.574632451,-7.2,38.34195
2.57224866,-7.545,38.3839
2.574632451,-6.92,38.42585
2.656666002,-5.74,38.4661
2.656666002,-6.315,38.5047
2.656666002,-7.19,38.5433
2.601236197,-7.44,38.583
2.601236197,-6.73,38.6238
2.601236197,-6.555,38.6646
2.641241531,-6.785,38.7046
2.638693759,-6.43,38.74385
2.641241531,-6.8,38.7831
2.643795811,-6.825,38.82225
2.646356632,-6.505,38.8613
2.643795811,-6.4,38.90035
2.661860819,-6.375,38.9391
2.661860819,-6.58,38.9775
2.661860819,-7,39.0159
2.628567091,-7.355,39.05495
2.628567091,-6.84,39.09465
2.63108916,-6.52,39.1343
2.656666002,-6.74,39.1734
2.654078678,-6.525,39.21205
2.656666002,-7.12,39.2507
2.659260037,-7.325,39.28925
2.656666002,-6.41,39.3278
2.659260037,-7,39.36635
2.551046452,-7.89,39.40705
2.551046452,-7.965,39.44995
2.553380176,-8.125,39.4928
2.541765643,-8.01,39.53585
2.541765643,-8.085,39.57915
2.544077783,-8.085,39.6224
2.509944777,-8,39.66635
2.509944777,-8.525,39.71105
2.509944777,-9.11,39.75575
2.459770677,-9.15,39.8016
2.459770677,-8.64,39.8486
2.457645277,-8.71,39.89565
2.496611246,-8.535,39.94185
2.494406173,-8.155,39.9872
2.494406173,-8.11,40.0326
2.548718163,-7.93,40.0768
2.551046452,-7.66,40.11975
2.548718163,-7.725,40.1627
2.53715734,-7.995,40.20595
2.539458837,-7.665,40.2494
2.539458837,-8.11,40.2928
2.48781998,-8.58,40.33735
2.48781998,-8.47,40.38305
2.48781998,-7.8,40.42875
2.551046452,-7.365,40.47305
2.553380176,-7.4,40.5159
2.553380176,-7.9,40.5587
2.434559257,-8.715,40.6042
2.434559257,-8.805,40.6524
2.434559257,-8.71,40.7006
2.414024655,-8.76,40.7493
2.416059243,-8.62,40.79845
2.414024655,-8.28,40.8476
2.397895273,-8.765,40.8972
2.397895273,-8.77,40.9472
2.397895273,-8.085,40.9972
2.457645277,-7.895,41.04575
2.457645277,-7.67,41.09285
2.457645277,-8.075,41.13995
2.485634187,-7.945,41.1864
2.483453161,-6.88,41.23225
2.485634187,-7,41.2781
2.453407983,-7.565,41.32465
2.453407983,-7.705,41.37195
2.455524386,-8.2,41.4192
2.401903294,-7.615,41.4677
2.401903294,-7.745,41.5175
2.401903294,-8.31,41.5673
2.366396606,-8.26,41.618
2.366396606,-8.34,41.6696
2.366396606,-8.085,41.7212
2.324644811,-8.595,41.7739
2.326505277,-8.665,41.82765
2.324644811,-8.58,41.8814
2.298955325,-8.77,41.9359
2.298955325,-8.745,41.9911
2.298955325,-8.905,42.0463
2.295338684,-9.05,42.1016
2.29714537,-8.63,42.15695
2.29714537,-8.555,42.21225
2.354835783,-8.205,42.266
2.356753329,-7.85,42.31815
2.354835783,-8.27,42.3703
2.385966702,-7.95,42.4217
2.385966702,-7.545,42.4723
2.385966702,-7.66,42.5229
2.383992368,-8.115,42.57355
2.385966702,-7.79,42.6242
2.383992368,-7.82,42.67485
2.368336471,-8.065,42.72595
2.368336471,-7.775,42.77745
2.368336471,-7.675,42.82895
2.455524386,-7.08,42.8783
2.455524386,-6.91,42.9255
2.453407983,-7.045,42.97275
2.466174114,-7.11,43.01975
2.466174114,-6.91,43.06645
2.466174114,-6.725,43.11315
2.453407983,-7.17,43.16015
2.453407983,-7.17,43.20745
2.45129605,-7.43,43.2548
2.420140882,-7.98,43.30295
2.420140882,-7.2,43.35185
2.420140882,-6.7,43.40075
2.424239248,-7.145,43.44955
2.424239248,-7.63,43.49825
2.424239248,-7.98,43.54695
2.401903294,-7.715,43.5962
2.401903294,-7.47,43.646
2.401903294,-7.69,43.6958
2.39589727,-7.515,43.74575
2.393903252,-7.82,43.7959
2.39589727,-8.55,43.84605
2.383992368,-8.35,43.89645
2.382021924,-7.98,43.9472
2.382021924,-8.34,43.998
2.360599488,-8.7,44.04935
2.35867456,-8.485,44.1013
2.360599488,-8.565,44.15325
2.339626365,-8.795,44.2057
2.339626365,-8.605,44.2587
2.339626365,-8.24,44.3117
2.41809798,-7.54,44.3627
2.41809798,-7.335,44.4117
2.41809798,-8.18,44.4607
2.366396606,-8.515,44.511
2.364460497,-8.38,44.56265
2.366396606,-8.18,44.6143
2.403913345,-7.735,44.66495
2.403913345,-7.745,44.71465
2.405927444,-7.86,44.7643
2.403913345,-7.79,44.81395
2.403913345,-7.675,44.86365
2.403913345,-7.61,44.91335
2.41809798,-7.7,44.9627
2.416059243,-7.46,45.01175
2.41809798,-7.145,45.0608
2.461900603,-6.87,45.10875
2.461900603,-6.83,45.15565
2.464035075,-7.02,45.2025
2.466174114,-6.96,45.24925
2.464035075,-6.755,45.296
2.466174114,-6.69,45.34275
2.474776317,-6.65,45.38925
2.472618819,-6.74,45.4356
2.472618819,-6.935,45.482
2.509944777,-6.085,45.52755
2.507710139,-6.16,45.5723
2.509944777,-6.62,45.61705
2.525728644,-6.44,45.6614
2.523458496,-6.065,45.70545
2.525728644,-5.725,45.7495
2.569870538,-5.68,45.79255
2.569870538,-5.815,45.83465
2.569870538,-5.265,45.87675
2.606150212,-4.695,45.9181
2.606150212,-5.585,45.9587
2.608616304,-6.445,45.99925
2.548718163,-6.33,46.041
2.551046452,-5.52,46.08395
2.548718163,-5.81,46.1269
2.523458496,-6.345,46.17045
2.521193489,-6.215,46.2146
2.523458496,-6.15,46.25875
2.551046452,-5.94,46.30225
2.551046452,-5.71,46.34515
2.551046452,-5.285,46.38805
2.667082763,-4.71,46.4286
2.667082763,-4.3,46.4668
2.667082763,-4.835,46.505
2.586637397,-5.575,46.5448
2.589055778,-5.28,46.58615
2.586637397,-5.365,46.6275
2.548718163,-5.465,46.6697
2.548718163,-5.915,46.7127
2.548718163,-6.535,46.7557
2.47693848,-6.675,46.8003
2.47693848,-6.37,46.8465
2.47693848,-6.16,46.8927
2.481276882,-6.44,46.9388
2.481276882,-6.305,46.9848
2.481276882,-6.46,47.0308
2.447085517,-6.775,47.0776
2.447085517,-6.52,47.1252
2.449188567,-6.34,47.17275
2.490010562,-5.705,47.2193
2.490010562,-5.82,47.2649
2.490010562,-6.655,47.3105
2.401903294,-6.895,47.3582
2.403913345,-6.87,47.40795
2.401903294,-6.78,47.4577
2.376133781,-6.85,47.50815
2.376133781,-6.865,47.55925
2.376133781,-7.1,47.61035
2.383992368,-6.72,47.66125
2.383992368,-6.255,47.71195
2.383992368,-6.7,47.76265
2.315394051,-7.395,47.81515
2.315394051,-7.155,47.86945
2.315394051,-6.95,47.92375
2.202328489,-8.095,47.9813
2.200685104,-8.43,48.04215
2.200685104,-7.97,48.10305
2.157304808,-8.285,48.1653
2.157304808,-8.245,48.2289
2.157304808,-7.625,48.2925
2.210586174,-7.65,48.35445
2.212245926,-7.395,48.4147
2.210586174,-6.715,48.47495
2.25813333,-6.715,48.53385
2.25813333,-7.055,48.59135
2.25813333,-7.155,48.64885
2.199044414,-7.755,48.7081
2.200685104,-8.035,48.76905
2.199044414,-7.245,48.83
2.197406412,-7.625,48.89105
2.195771089,-8.245,48.9522
2.197406412,-7.625,49.01335
2.284566587,-7.045,49.0719
2.284566587,-6.775,49.1279
2.282782466,-7.055,49.18395
2.230687354,-7.62,49.24155
2.230687354,-7.63,49.30065
2.230687354,-7.88,49.35975
2.220586258,-7.725,49.41915
2.220586258,-7.665,49.47885
2.220586258,-7.845,49.53855
2.218912617,-8.015,49.5983
2.218912617,-7.875,49.6581
2.218912617,-7.66,49.7179
2.27567764,-7.56,49.77605
2.27567764,-6.955,49.83255
2.27567764,-7.145,49.88905
2.300768562,-7.495,49.94485
2.300768562,-6.775,49.99995
2.300768562,-6.9,50.05505
2.293535257,-7.685,50.11035
2.291735077,-6.985,50.1659
2.293535257,-6.985,50.22145
2.26336438,-7.58,50.2778
2.261617655,-7.835,50.33505
2.26336438,-7.62,50.3923
2.326505277,-6.85,50.44775
2.326505277,-6.8,50.50145
2.326505277,-6.73,50.55515
2.320934232,-6.76,50.609
2.319084092,-7.275,50.66305
2.320934232,-7.515,50.7171
2.311717577,-7.28,50.77135
2.313554124,-7.055,50.8258
2.311717577,-6.345,50.88025
2.333981947,-6.405,50.93415
2.333981947,-7.3,50.98745
2.332107532,-7.77,51.0408
2.311717577,-7.18,51.09475
2.311717577,-6.635,51.14925
2.309884395,-7.25,51.2038
2.308054569,-7.035,51.25845
2.308054569,-7.045,51.31315
2.306228084,-7.435,51.3679
2.324644811,-7.03,51.4222
2.3227878,-6.7,51.47605
2.324644811,-7.275,51.5299
2.27567764,-7.61,51.58505
2.273909293,-7.38,51.6416
2.27567764,-7.3,51.69815
2.31723737,-7.085,51.7535
2.31723737,-6.985,51.8077
2.31723737,-6.895,51.8619
2.339626365,-6.99,51.9155
2.33774135,-6.91,51.96855
2.339626365,-6.515,52.0216
2.372227526,-6.2,52.07375
2.370280106,-6.695,52.1251
2.372227526,-6.99,52.17645
2.351011687,-6.96,52.2283
2.352921907,-6.73,52.28065
2.351011687,-6.375,52.333
2.405927444,-6.065,52.384
2.405927444,-6.15,52.4336
2.405927444,-6.535,52.4832
2.453407983,-6.115,52.53165
2.453407983,-5.295,52.57895
2.453407983,-5.49,52.62625
2.461900603,-5.8,52.67335
2.461900603,-5.735,52.72025
2.459770677,-6.75,52.7672
2.383992368,-6.795,52.81605
2.382021924,-6.59,52.8668
2.383992368,-6.59,52.91755
2.424239248,-6.535,52.96725
2.422187965,-6.41,53.016
2.424239248,-5.865,53.06475
2.434559257,-6.35,53.1132
2.434559257,-6.505,53.1614
2.434559257,-6.16,53.2096
2.455524386,-5.815,53.2573
2.453407983,-6,53.30455
2.455524386,-6.415,53.3518
2.492205952,-5.36,53.39815
2.490010562,-5.36,53.4437
2.492205952,-6.145,53.48925
2.414024655,-6.4,53.5366
2.411994197,-6.72,53.58585
2.414024655,-6.575,53.6351
2.507710139,-5.29,53.6821
2.509944777,-5,53.72685
2.507710139,-5.965,53.7716
2.512184419,-5.63,53.8163
2.512184419,-5.245,53.8609
2.512184419,-5.22,53.9055
2.553380176,-5.105,53.9492
2.553380176,-5.065,53.992
2.553380176,-4.935,54.0348
2.546395281,-4.955,54.07775
2.546395281,-5.14,54.12085
2.546395281,-5.735,54.16395
2.45129605,-6.24,54.2092
2.449188567,-6.19,54.25665
2.45129605,-6.635,54.3041
2.389927103,-7.03,54.353
2.387944942,-6.765,54.40345
2.389927103,-6.1,54.4539
2.47693848,-5.895,54.5022
2.47693848,-5.895,54.5484
2.479105328,-6.03,54.59455
2.42835448,-6.385,54.64185
2.430418465,-6.46,54.6903
2.42835448,-6.585,54.73875
2.426294747,-6.74,54.7873
2.426294747,-6.32,54.8359
2.426294747,-5.81,54.8845
2.470465966,-5.895,54.93205
2.472618819,-5.625,54.9785
2.470465966,-6.23,55.02495
2.380055355,-6.97,55.07365
2.380055355,-6.88,55.12455
2.380055355,-7.13,55.17545
2.341514939,-7.4,55.22735
2.341514939,-7.095,55.28025
2.341514939,-7.205,55.33315
2.306228084,-7.76,55.387
2.306228084,-7.635,55.4418
2.306228084,-7.38,55.4966
2.391913201,-6.665,55.54915
2.391913201,-6.27,55.59945
2.391913201,-6.68,55.64975
2.426294747,-6.45,55.6992
2.424239248,-5.965,55.74785
2.426294747,-6.36,55.7965
2.389927103,-6.875,55.846
2.391913201,-6.43,55.89635
2.389927103,-6.545,55.9467
2.382021924,-6.95,55.9973
2.383992368,-6.595,56.04805
2.382021924,-6.465,56.0988
2.345302823,-7.2,56.15055
2.347202158,-7.3,56.2032
2.345302823,-6.78,56.25585
2.354835783,-6.79,56.3083
2.356753329,-7,56.36045
2.354835783,-7.28,56.4126
2.270381952,-7.64,56.4671
2.270381952,-8.12,56.5239
2.272144067,-7.825,56.58065
2.281001521,-7.335,56.6371
2.282782466,-7.74,56.69325
2.282782466,-8.255,56.74935
2.268622937,-7.565,56.80585
2.270381952,-7.71,56.8627
2.270381952,-8.02,56.9195
2.330236624,-7.33,56.97465
2.332107532,-6.905,57.0281
2.330236624,-6.7,57.08155
2.332107532,-7.48,57.135
2.332107532,-7.355,57.1884
2.332107532,-6.815,57.2418
2.349105109,-7.05,57.29475
2.349105109,-7.155,57.34725
2.349105109,-6.925,57.39975
2.364460497,-6.55,57.45185
2.364460497,-7.035,57.50355
2.364460497,-7.065,57.55525
2.382021924,-6.85,57.6065
2.383992368,-6.77,57.65725
2.382021924,-6.245,57.708
2.438717267,-6.345,57.7574
2.436636101,-5.94,57.80545
2.438717267,-6.075,57.8535
2.424239248,-6.54,57.90185
2.426294747,-6.31,57.9505
2.424239248,-6.045,57.99915
2.48781998,-5.46,58.04635
2.485634187,-5.595,58.0921
2.485634187,-5.48,58.1379
2.485634187,-5.335,58.1837
2.485634187,-5.64,58.2295
2.485634187,-6.685,58.2753
2.39589727,-7.225,58.32325
2.39589727,-6.315,58.37335
2.39589727,-5.86,58.42345
2.42835448,-6.09,58.47275
2.430418465,-6.52,58.5212
2.430418465,-6.22,58.5696
2.447085517,-5.53,58.6176
2.449188567,-6.09,58.66515
2.449188567,-7.055,58.71265
2.383992368,-6.99,58.76175
2.383992368,-6.525,58.81245
2.383992368,-6.215,58.86315
2.447085517,-6.085,58.9123
2.44498688,-6.035,58.95995
2.447085517,-5.675,59.0076
2.474776317,-5.91,59.05455
2.47693848,-5.925,59.1008
2.474776317,-5.63,59.14705
2.516678809,-5.2,59.1924
2.518933601,-5.225,59.23675
2.516678809,-5.53,59.2811
2.525728644,-4.975,59.3253
2.525728644,-5.39,59.3693
2.525728644,-5.76,59.4133
2.498821191,-6.04,59.4579
2.496611246,-5.625,59.50315
2.496611246,-4.715,59.54845
2.548718163,-4.895,59.5926
2.548718163,-5.315,59.6356
2.548718163,-5.54,59.6786
2.516678809,-5.265,59.7223
2.516678809,-5.41,59.7667
2.516678809,-5.865,59.8111
2.474776317,-5.94,59.85645
2.47693848,-5.93,59.9027
2.474776317,-5.84,59.94895
2.48781998,-5.85,59.99495
2.490010562,-5.755,60.0406
2.490010562,-5.56,60.0862
2.472618819,-5.385,60.1322
2.474776317,-6.22,60.17855
2.472618819,-5.805,60.2249
2.496611246,-5.345,60.27075
2.496611246,-6.21,60.31605
2.494406173,-6.78,60.3614
2.461900603,-6.7,60.40755
2.461900603,-5.46,60.45445
2.461900603,-5.55,60.50135
2.455524386,-6.415,60.5484
2.453407983,-6.37,60.59565
2.455524386,-6.02,60.6429
2.424239248,-6.5,60.69085
2.426294747,-7.025,60.7395
2.426294747,-6.11,60.7881
2.501036032,-5.61,60.83495
2.498821191,-5.91,60.8801
2.501036032,-5.82,60.92525
2.436636101,-6.495,60.97185
2.434559257,-6.81,61.02
2.436636101,-6.565,61.06815
2.403913345,-6.725,61.11705
2.403913345,-6.96,61.16675
2.403913345,-7.29,61.21645
2.397895273,-7.125,61.2663
2.397895273,-6.79,61.3163
2.399897275,-7.07,61.36625
2.409967854,-7.225,61.4159
2.409967854,-6.61,61.4653
2.409967854,-6.75,61.5147
2.438717267,-6.99,61.5634
2.436636101,-6.4,61.61145
2.438717267,-5.93,61.6595
2.438717267,-6.505,61.7075
2.438717267,-7.065,61.7555
2.436636101,-7.075,61.80355
2.401903294,-7.38,61.8525
2.399897275,-7.1,61.90235
2.401903294,-6.565,61.9522
2.409967854,-6.79,62.0018
2.411994197,-7.45,62.05115
2.409967854,-7.1,62.1005
2.420140882,-6.78,62.14965
2.422187965,-6.995,62.1985
2.420140882,-6.975,62.24735
2.39589727,-7.205,62.29685
2.39589727,-7.355,62.34695
2.39589727,-7.2,62.39705
2.362528129,-7.56,62.448
2.364460497,-7.855,62.49975
2.364460497,-7.28,62.55145
2.374178746,-7.2,62.6029
2.376133781,-7.605,62.65405
